name,name_variant_ENA,corresponding_DwC,name_origin,MIxS_section,DwC_section,expected_unit,synonyms,definition,polaaar_emof,polaaar_template,polaaarDB_environment,MIxS_core,DwC_Event,DwC_Occurrence,DwC_eMoF,air,built_environment,host_associated,human_associated,human_gut,human_oral,human_skin,human_vaginal,microbial_mat_biofilm,miscellaneous_natural_or_artificial_environment,plant_associated,sediment,soil,wastewater_sludge,water
diss_inorg_phosp,dissolved inorganic phosphor,,MIxS,package,miscellaneous,alphanumeric,diss_inorg_phosp;dissolved_inorganic_phosphor,concentration of dissolved inorganic phosphorus ,1,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1
diss_org_carb,dissolved organic carbon,,MIxS,package,miscellaneous,alphanumeric,diss_org_carb;dissolved_organic_carbon,concentration of dissolved organic carbon,1,1,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,1,0,0,1
diss_org_nitro,dissolved organic nitrogen,,MIxS,package,miscellaneous,alphanumeric,diss_org_nitro;dissolved_organic_nitrogen,dissolved organic nitrogen concentration measured as; total dissolved nitrogen - NH4 - NO3 - NO2,1,1,1,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0,1,0,0,1
diss_oxygen,dissolved oxygen,,MIxS,package,miscellaneous,alphanumeric,diss_oxygen;dissolved_oxygen,concentration of dissolved oxygen,1,1,1,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0,1,0,0,1
dominant_hand,dominant hand,,MIxS,package,miscellaneous,alphanumeric,dominant_hand,dominant hand of the subject,1,1,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0
douche,douche,,MIxS,package,miscellaneous,alphanumeric,douche,date of most recent douche,1,1,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0
down_par,down par,,MIxS,package,miscellaneous,alphanumeric,down_par,visible waveband radiance and irradiance measurements in the water column,1,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1
drainage_class,drainage class,,MIxS,package,miscellaneous,alphanumeric,drainage_class,drainage classification from a standard system such as the USDA system,1,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0
drug_usage,drug usage,,MIxS,package,miscellaneous,alphanumeric,drug_usage,any drug used by subject and the frequency of usage; can include multiple drugs used,1,1,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0
efficiency_percent,efficiency percent,,MIxS,package,miscellaneous,alphanumeric,efficiency_percent,percentage of volatile solids removed from the anaerobic digestor,1,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0
elev,elevation,,MIxS,package,miscellaneous,meter,elev;elevation;geographic_location_elevation;geographic_location_altitude,the elevation of the sampling site as measured by the vertical distance from mean sea level,0,1,1,0,0,0,0,1,0,1,0,0,0,0,0,2,1,1,2,2,0,1
emulsions,emulsions,,MIxS,package,miscellaneous,alphanumeric,emulsions,amount or concentration of substances such as paints; adhesives; mayonnaise; hair colorants; emulsified oils; etc.; can include multiple emulsion types,1,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0
extreme_event,extreme event,,MIxS,package,miscellaneous,alphanumeric,extreme_event,unusual physical events that may have affected microbial populations,1,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0
extreme_salinity,extreme salinity,,MIxS,package,miscellaneous,alphanumeric,extreme_salinity,measured salinity ,1,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0
fao_class,fao class,,MIxS,package,miscellaneous,alphanumeric,fao_class,soil classification from the FAO World Reference Database for Soil Resources. The list can be found at http://www.fao.org/nr/land/sols/soil/wrb-soil-maps/reference-groups,1,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0
fertilizer_regm,fertilizer regime,,MIxS,package,miscellaneous,alphanumeric,fertilizer_regm;fertilizer_regime,information about treatment involving the use of fertilizers; should include the name fertilizer; amount administered; treatment duration; interval and total experimental duration; can include multiple fertilizer regimens,1,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0
filter_type,filter type,,MIxS,package,miscellaneous,alphanumeric,filter_type,a device which removes solid particulates or airborne molecular contaminants,1,1,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0
fire,fire,,MIxS,package,miscellaneous,alphanumeric,fire,historical and/or physical evidence of fire,1,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0
flooding,flooding,,MIxS,package,miscellaneous,alphanumeric,flooding,historical and/or physical evidence of flooding,1,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0
fluor,fluorescence,,MIxS,package,miscellaneous,alphanumeric,fluor;fluorescence,raw or converted fluorescence of water,1,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1
foetal_health_stat,foetal health stat,,MIxS,package,miscellaneous,alphanumeric,foetal_health_stat,specification of foetal health status; should also include abortion,1,1,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0
fungicide_regm,fungicide regime,,MIxS,package,miscellaneous,alphanumeric,fungicide_regm;fungicide_regime,information about treatment involving use of fungicides; should include the name of fungicide; amount administered; treatment duration; interval and total experimental duration; can include multiple fungicide regimens,1,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0
gaseous_environment,gaseous environment,,MIxS,package,miscellaneous,alphanumeric,gaseous_environment,use of conditions with differing gaseous environments; should include the name of gaseous compound; amount administered; treatment duration; interval and total experimental duration; can include multiple gaseous environment regimens,1,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0
gaseous_substances,gaseous substances,,MIxS,package,miscellaneous,alphanumeric,gaseous_substances,amount or concentration of substances such as hydrogen sulfide; carbon dioxide; methane; etc.; can include multiple substances,1,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0
gastrointest_disord,gastrointest disord,,MIxS,package,miscellaneous,alphanumeric,gastrointest_disord,history of gastrointestinal tract disorders; can include multiple disorders ,1,1,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0
gestation_state,gestation state,,MIxS,package,miscellaneous,alphanumeric,gestation_state,specification of the gestation state,1,1,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0
glucosidase_act,glucosidase act,,MIxS,package,miscellaneous,alphanumeric,glucosidase_act,measurement of glucosidase activity,1,1,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,1,0,0,1
gravidity,gravidity,,MIxS,package,miscellaneous,alphanumeric,gravidity,whether or not subject is gravid; and if yes date due or date post-conception; specifying which is used,1,1,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0
gravity,gravity,,MIxS,package,miscellaneous,alphanumeric,gravity,information about treatment involving use of gravity factor to study various types of responses in presence; absence or modified levels of gravity; can include multiple treatments,1,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0
growth_hormone_regm,growth hormone regime,,MIxS,package,miscellaneous,alphanumeric,growth_hormone_regm;growth_hormone_regime,information about treatment involving use of growth hormones; should include the name of growth hormone; amount administered; treatment duration; interval and total experimental duration; can include multiple growth hormone regimens,1,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0
growth_med,growth med,,MIxS,package,miscellaneous,alphanumeric,growth_med,information about growth media for growing the plants or tissue cultured samples,1,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0
gynecologic_disord,gynecologic disorder,,MIxS,package,miscellaneous,alphanumeric,gynecologic_disord;gynecologic_disorder,history of gynecological disorders; can include multiple disorders,1,1,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0
heat_cool_type,heat cool type,,MIxS,package,miscellaneous,alphanumeric,heat_cool_type,methods of conditioning or heating a room or building,1,1,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0
heavy_metals,heavy metals,,MIxS,package,miscellaneous,alphanumeric,heavy_metals,heavy metals present and concentrationsany drug used by subject and the frequency of usage; can include multiple heavy metals and concentrations,1,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0
heavy_metals_meth,heavy metals method,,MIxS,package,miscellaneous,alphanumeric,heavy_metals_meth;heavy_metals_method,reference or method used in determining heavy metals,1,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0
herbicide_regm,herbicide regime,,MIxS,package,miscellaneous,alphanumeric,herbicide_regm;herbicide_regime,information about treatment involving use of herbicides; information about treatment involving use of growth hormones; should include the name of herbicide; amount administered; treatment duration; interval and total experimental duration; can include multiple regimens,1,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0
horizon,horizon,,MIxS,package,miscellaneous,alphanumeric,horizon,specific layer in the land area which measures parallel to the soil surface and possesses physical characteristics which differ from the layers above and beneath,1,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0
horizon_meth,horizon method,,MIxS,package,miscellaneous,alphanumeric,horizon_meth;horizon_method,reference or method used in determining the horizon,1,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0
host_age,host age,,MIxS,package,miscellaneous,alphanumeric,host_age,age of host at the time of sampling; relevant scale depends on species and study; e.g. could be seconds for amoebae or centuries for trees,1,1,1,0,0,0,0,0,0,1,1,1,1,1,1,0,0,1,0,0,0,0
host_blood_press_diast,host blood press diast,,MIxS,package,miscellaneous,alphanumeric,host_blood_press_diast,resting diastolic blood pressure; measured as mm mercury,1,1,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0
host_blood_press_syst,host blood press syst,,MIxS,package,miscellaneous,alphanumeric,host_blood_press_syst,resting systolic blood pressure; measured as mm mercury,1,1,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0
host_body_habitat,host body habitat,,MIxS,package,miscellaneous,alphanumeric,host_body_habitat,original body habitat where the sample was obtained from,1,1,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0
host_body_mass_index,host body mass index,,MIxS,package,miscellaneous,alphanumeric,host_body_mass_index,body mass index; calculated as weight/(height)squared,1,1,1,0,0,0,0,0,0,0,1,1,1,1,1,0,0,0,0,0,0,0
host_body_product,host body product,,MIxS,package,miscellaneous,alphanumeric,host_body_product,substance produced by the body; e.g. stool; mucus; where the sample was obtained from. For Foundational Model of Anatomy Ontology (FMA) (v 3.1) terms; please see http://purl.bioontology.org/ontology/FMA,1,1,1,0,0,0,0,0,0,1,1,1,1,1,1,0,0,0,0,0,0,0
host_body_site,host body site,,MIxS,package,miscellaneous,alphanumeric,host_body_site,name of body site where the sample was obtained from,1,1,1,0,0,0,0,0,0,1,1,1,1,1,1,0,0,0,0,0,0,0
host_body_temp,host body temp,,MIxS,package,miscellaneous,degreesCelcius,host_body_temp,core body temperature of the host when sample was collected,1,1,1,0,0,0,0,0,0,1,1,1,1,1,1,0,0,0,0,0,0,0
host_color,host color,,MIxS,package,miscellaneous,alphanumeric,host_color,the color of host,1,1,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0
host_common_name,host common name,,MIxS,package,miscellaneous,alphanumeric,host_common_name,common name of the host; e.g. human,1,1,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0
host_diet,host diet,,MIxS,package,miscellaneous,alphanumeric,host_diet,type of diet depending on the host; for animals omnivore; herbivore etc.; for humans high-fat; meditteranean etc.; can include multiple diet types,1,1,1,0,0,0,0,0,0,1,1,1,1,1,1,0,0,0,0,0,0,0
host_disease_stat,host disease stat,,MIxS,package,miscellaneous,alphanumeric,host_disease_stat,list of diseases with which the host has been diagnosed; can include multiple diagnoses. the value of the field depends on host; for humans the terms should be chosen from DO (Disease Ontology) at http://www.disease-ontology.org; other hosts are free text,1,1,1,0,0,0,0,0,0,1,1,1,1,1,1,0,0,1,0,0,0,0
host_dry_mass,host dry mass,,MIxS,package,miscellaneous,alphanumeric,host_dry_mass,measurement of dry mass,1,1,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0
host_family_relationship,host family relationship,,MIxS,package,miscellaneous,alphanumeric,host_family_relationship,relationships to other hosts in the same study; can include multiple relationships,1,1,1,0,0,0,0,0,0,1,1,1,1,1,1,0,0,0,0,0,0,0
host_genotype,host genotype,,MIxS,package,miscellaneous,alphanumeric,host_genotype,observed genotype,1,1,1,0,0,0,0,0,0,1,1,1,1,1,1,0,0,1,0,0,0,0
host_growth_cond,host growth conditions,,MIxS,package,miscellaneous,alphanumeric,host_growth_cond;host_growth_conditions,literature reference giving growth conditions of the host,1,1,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0
host_height,host height,,MIxS,package,miscellaneous,alphanumeric,host_height,the height of subject,1,1,1,0,0,0,0,0,0,1,1,1,1,1,1,0,0,1,0,0,0,0
host_hiv_stat,host hiv status,,MIxS,package,miscellaneous,alphanumeric,host_hiv_stat;host_hiv_status,HIV status of subject; if yes HAART initiation status should also be indicated as [YES or NO],1,1,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0
host_infra_specific_name,host infra-specific name,,MIxS,package,miscellaneous,alphanumeric,host_infra_specific_name,taxonomic information about the host below subspecies level,1,1,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0
host_infra_specific_rank,host infra-specific rank,,MIxS,package,miscellaneous,alphanumeric,host_infra_specific_rank,taxonomic rank information about the host below subspecies level; such as variety; form; rank etc.,1,1,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0
host_last_meal,host last meal,,MIxS,package,miscellaneous,alphanumeric,host_last_meal,content of last meal and time since feeding; can include multiple values,1,1,1,0,0,0,0,0,0,1,1,1,1,1,1,0,0,0,0,0,0,0
host_length,host length,,MIxS,package,miscellaneous,alphanumeric,host_length,the length of subject,1,1,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0
host_life_stage,host life stage,,MIxS,package,miscellaneous,alphanumeric,host_life_stage,description of life stage of host,1,1,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0
host_occupation,host occupation,,MIxS,package,miscellaneous,alphanumeric,host_occupation,most frequent job performed by subject,1,1,1,0,0,0,0,0,0,0,1,1,1,1,1,0,0,0,0,0,0,0
host_phenotype,host phenotype,,MIxS,package,miscellaneous,alphanumeric,host_phenotype,phenotype of host. For Phenotypic quality Ontology (PATO) (v 2013-10-28) terms; please see http://purl.bioontology.org/ontology/PATO,1,1,1,0,0,0,0,0,0,1,1,1,1,1,1,0,0,1,0,0,0,0
host_pulse,host pulse,,MIxS,package,miscellaneous,alphanumeric,host_pulse,resting pulse; measured as beats per minute,1,1,1,0,0,0,0,0,0,0,1,1,1,1,1,0,0,0,0,0,0,0
host_sex,host sex,,MIxS,package,miscellaneous,alphanumeric,host_sex,physical sex of the host,1,1,1,0,0,0,0,0,0,1,1,1,1,1,1,0,0,0,0,0,0,0
host_shape,host shape,,MIxS,package,miscellaneous,alphanumeric,host_shape,morphological shape of host ,1,1,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0
host_subject_id,host subject id,,MIxS,package,miscellaneous,alphanumeric,host_subject_id,a unique identifier by which each subject can be referred to; de-identified; e.g. #131,1,1,1,0,0,0,0,0,0,1,1,1,1,1,1,0,0,0,0,0,0,0
host_substrate,host substrate,,MIxS,package,miscellaneous,alphanumeric,host_substrate,the growth substrate of the host ,1,1,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0
host_taxid,host taxid,,MIxS,package,miscellaneous,alphanumeric,host_taxid,NCBI taxon id of the host; e.g. 9606,1,1,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0
host_tot_mass,host tot mass,,MIxS,package,miscellaneous,alphanumeric,host_tot_mass,total mass of the host at collection; the unit depends on host,1,1,1,0,0,0,0,0,0,1,1,1,1,1,1,0,0,1,0,0,0,0
host_wet_mass,host wet mass,,MIxS,package,miscellaneous,alphanumeric,host_wet_mass,measurement of wet mass,1,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0
hrt,hrt,,MIxS,package,miscellaneous,alphanumeric,hrt,whether subject had hormone replacement theraphy; and if yes start date,1,1,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0
humidity,humidity,,MIxS,package,miscellaneous,alphanumeric,humidity,amount of water vapour in the air; at the time of sampling,1,1,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0
humidity_regm,humidity regime,,MIxS,package,miscellaneous,alphanumeric,humidity_regm;humidity_regime,information about treatment involving an exposure to varying degree of humidity; information about treatment involving use of growth hormones; should include amount of humidity administered; treatment duration; interval and total experimental duration; can include multiple regimens,1,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0
hysterectomy,hysterectomy,,MIxS,package,miscellaneous,alphanumeric,hysterectomy,specification of whether hysterectomy was performed,1,1,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0
ihmc_ethnicity,ihmc ethnicity,,MIxS,package,miscellaneous,alphanumeric,ihmc_ethnicity,ethnicity of the subject,1,1,1,0,0,0,0,0,0,0,1,1,1,1,1,0,0,0,0,0,0,0
ihmc_medication_code,ihmc medication code,,MIxS,package,miscellaneous,alphanumeric,ihmc_medication_code,can include multiple medication codes,1,1,1,0,0,0,0,0,0,0,1,1,1,1,1,0,0,0,0,0,0,0
indoor_space,indoor space,,MIxS,package,miscellaneous,alphanumeric,indoor_space,a distinguishable space within a structure; the purpose for which discrete areas of a building is used,1,1,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0
indoor_surf,indoor surf,,MIxS,package,miscellaneous,alphanumeric,indoor_surf,type of indoor surface,1,1,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0
indust_eff_percent,indust eff percent,,MIxS,package,miscellaneous,alphanumeric,indust_eff_percent,percentage of industrial effluents received by wastewater treatment plant,1,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0
inorg_particles,inorganic particles,,MIxS,package,miscellaneous,alphanumeric,inorg_particles;inorganic_particles,concentration of particles such as sand; grit; metal particles; ceramics; etc.; can include multiple particles,1,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0
kidney_disord,kidney disord,,MIxS,package,miscellaneous,alphanumeric,kidney_disord,history of kidney disorders; can include multiple disorders,1,1,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0
light_intensity,light intensity,,MIxS,package,miscellaneous,alphanumeric,light_intensity,measurement of light intensity,1,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1
light_type,light type,,MIxS,package,miscellaneous,alphanumeric,light_type,application of light to achieve some practical or aesthetic effect. Lighting includes the use of both artificial light sources such as lamps and light fixtures; as well as natural illumination by capturing daylight. Can also include absence of light,1,1,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0
link_addit_analys,link addit analys,,MIxS,package,miscellaneous,alphanumeric,link_addit_analys,link to additional analysis results performed on the sample,1,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0
link_class_info,link class info,,MIxS,package,miscellaneous,alphanumeric,link_class_info,link to digitized soil maps or other soil classification information,1,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0
link_climate_info,link climate info,,MIxS,package,miscellaneous,alphanumeric,link_climate_info,link to climate resource,1,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0
liver_disord,liver disord,,MIxS,package,miscellaneous,alphanumeric,liver_disord,history of liver disorders; can include multiple disorders,1,1,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0
local_class,local class,,MIxS,package,miscellaneous,alphanumeric,local_class,soil classification based on local soil classification system,1,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0
local_class_meth,local class method,,MIxS,package,miscellaneous,alphanumeric,local_class_meth;local_class_method,reference or method used in determining the local soil classification ,1,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0
magnesium,magnesium,,MIxS,package,miscellaneous,alphanumeric,magnesium,concentration of magnesium,1,1,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,1,0,0,1
maternal_health_stat,maternal health status,,MIxS,package,miscellaneous,alphanumeric,maternal_health_stat;maternal_health_status,specification of the maternal health status,1,1,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0
mean_frict_vel,mean frict vel,,MIxS,package,miscellaneous,alphanumeric,mean_frict_vel,measurement of mean friction velocity,1,1,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,1,0,0,1
mean_peak_frict_vel,mean peak frict vel,,MIxS,package,miscellaneous,alphanumeric,mean_peak_frict_vel,measurement of mean peak friction velocity,1,1,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,1,0,0,1
mechanical_damage,mechanical damage,,MIxS,package,miscellaneous,alphanumeric,mechanical_damage,information about any mechanical damage exerted on the plant; can include multiple damages and sites,1,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0
medic_hist_perform,medic hist perform,,MIxS,package,miscellaneous,alphanumeric,medic_hist_perform,whether full medical history was collected,1,1,1,0,0,0,0,0,0,0,1,1,1,1,1,0,0,0,0,0,0,0
menarche,menarche,,MIxS,package,miscellaneous,alphanumeric,menarche,date of most recent menstruation,1,1,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0
menopause,menopause,,MIxS,package,miscellaneous,alphanumeric,menopause,date of onset of menopause,1,1,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0
methane,methodane,,MIxS,package,miscellaneous,alphanumeric,methane,methane (gas) amount or concentration at the time of sampling,1,1,1,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,1,0,0,0
microbial_biomass,microbial biomass,,MIxS,package,miscellaneous,alphanumeric,microbial_biomass,the part of the organic matter in the soil that constitutes living microorganisms smaller than 5-10 micrometer. If you keep this; you would need to have correction factors used for conversion to the final units,1,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0
microbial_biomass_meth,microbial biomass method,,MIxS,package,miscellaneous,alphanumeric,microbial_biomass_meth;microbial_biomass_method,reference or method used in determining microbial biomass,1,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0
mineral_nutr_regm,mineral nutr regime,,MIxS,package,miscellaneous,alphanumeric,mineral_nutr_regm;mineral_nutr_regime,information about treatment involving the use of mineral supplements; should include the name of mineral nutrient; amount administered; treatment duration; interval and total experimental duration; can include multiple mineral nutrient regimens,1,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0
misc_param,miscellaneous parameter,dynamicProperties,MIxS,package,miscellaneous,alphanumeric,misc_param;miscellaneous_parameter,any other measurement performed or parameter collected; that is not listed here,0,1,1,0,0,0,0,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1
n_alkanes,n alkanes,,MIxS,package,miscellaneous,alphanumeric,n_alkanes,concentration of n-alkanes; can include multiple n-alkanes,1,1,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,1,0,0,1
nitrate,nitrate,,MIxS,package,miscellaneous,alphanumeric,nitrate;NO3,concentration of nitrate,1,1,1,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0,1,0,1,1
nitrite,nitrite,,MIxS,package,miscellaneous,alphanumeric,nitrite;NO2,concentration of nitrite,1,1,1,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0,1,0,0,1
nitro,nitrogen,,MIxS,package,miscellaneous,alphanumeric,nitro;nitrogen,concentration of nitrogen (total),1,1,1,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0,1,0,0,1
non_mineral_nutr_regm,non mineral nutr regime,,MIxS,package,miscellaneous,alphanumeric,non_mineral_nutr_regm;non_mineral_nutr_regime,information about treatment involving the exposure of plant to non-mineral nutrient such as oxygen; hydrogen or carbon; should include the name of non-mineral nutrient; amount administered; treatment duration; interval and total experimental duration; can include multiple non-mineral nutrient regimens,1,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0
nose_mouth_teeth_throat_disord,nose mouth teeth throat disord,,MIxS,package,miscellaneous,alphanumeric,nose_mouth_teeth_throat_disord,history of nose/mouth/teeth/throat disorders; can include multiple disorders,1,1,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0
nose_throat_disord,nose throat disord,,MIxS,package,miscellaneous,alphanumeric,nose_throat_disord,history of nose-throat disorders; can include multiple disorders,1,1,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0
occup_samp,occup samp,,MIxS,package,miscellaneous,alphanumeric,occup_samp,number of occupants present at time of sample within the given space,1,1,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0
occupant_dens_samp,occupant dens samp,,MIxS,package,miscellaneous,alphanumeric,occupant_dens_samp,average number of occupants at time of sampling per square footage,1,1,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0
org_carb,organic carbon,,MIxS,package,miscellaneous,alphanumeric,org_carb;organic_carbon;organic_C;carbon;total_organic_carbon,concentration of organic carbon,1,1,1,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0,1,0,0,1
org_matter,organic matter,,MIxS,package,miscellaneous,alphanumeric,org_matter;organic_matter,concentration of organic matter ,1,1,1,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0,1,0,0,1
org_nitro,organic nitrogen,,MIxS,package,miscellaneous,alphanumeric,org_nitro;organic_nitrogen,concentration of organic nitrogen,1,1,1,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0,1,0,0,1
org_particles,organic particles,,MIxS,package,miscellaneous,alphanumeric,org_particles;organic_particles,concentration of particles such as faeces; hairs; food; vomit; paper fibers; plant material; humus; etc.,1,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0
organism_count,organism count,,MIxS,package,miscellaneous,alphanumeric,organism_count,total count of any organism per gram or volume of sample; should include name of organism followed by count; can include multiple organism counts,1,1,1,0,0,0,0,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1
oxy_stat_samp,oxygen status sample,,MIxS,package,miscellaneous,alphanumeric,oxy_stat_samp;oxygen_status_sample,oxygenation status of sample,1,1,1,0,0,0,0,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1
oxygen,oxygen,,MIxS,package,miscellaneous,alphanumeric,oxygen,oxygen (gas) amount or concentration at the time of sampling,1,1,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0
part_org_carb,particular organic carbon,,MIxS,package,miscellaneous,alphanumeric,part_org_carb;particular_organic_carbon,concentration of particulate organic carbon,1,1,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,1,0,0,1
part_org_nitro,particular organic nitrogen,,MIxS,package,miscellaneous,alphanumeric,part_org_nitro;particular_organic_nitrogen,concentration of particulate organic nitrogen,1,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1
